"Month","Employee","Quota","Bookings","Attainment","Participation","Quota Held Flag","Attainment Bucket","Team","","","","","",""
"10/1/2014","Stanley Hudson"," $ 4,295 "," $ 8,143 ","189.59%","Y","Y","100-200%","ENT ACQ","","","","","",""
"10/1/2014","Kevin Malone"," $ 6,663 "," $ 7,142 ","107.19%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2014","Meredith Palmer"," $ 4,072 "," $ 7,810 ","191.80%","Y","Y","100-200%","MM IB","","","","","",""
"10/1/2014","Angela Martin"," $ 9,379 "," $ 7,448 ","79.41%","","Y","70-89%","MM IB","","","","","",""
"10/1/2014","Oscar Martinez"," $ 9,569 "," $ 5,874 ","61.39%","","Y","30-69%","MM IB","","","","","",""
"10/1/2014","Phyllis Lapin"," $ 1,879 "," $ 7,448 ","396.38%","Y","Y","+300%","MM IB","","","","","",""
"10/1/2014","Kelly Kapoor"," $ 1,110 "," $ 9,519 ","857.57%","Y","Y","+300%","MM IB","","","","","",""
"10/1/2014","Toby Flenderson"," $ 1,582 "," $ 7,780 ","491.78%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2014","Creed Bratton"," $ 4,115 "," $ 5,699 ","138.49%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2014","Darryl Philbin"," $ 1,365 "," $ 6,568 ","481.17%","Y","Y","+300%","MM ACQ","","","","","",""
"10/1/2014","Kelly Erin Hannon"," $ 7,206 "," $ 7,382 ","102.44%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2014","Gabe Lewis"," $ 3,782 "," $ 5,152 ","136.22%","Y","Y","100-200%","MM ACQ","","","","","",""
"10/1/2014","Holly Flax"," $ 4,718 "," $ 6,729 ","142.62%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2014","Nellie Bertram"," $ 5,341 "," $ 8,296 ","155.33%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2014","Clark Green"," $ 8,450 "," $ 7,580 ","89.70%","","Y","+300%","SB IB","","","","","",""
"10/1/2014","Pete Miller"," $ 5,846 "," $ 8,864 ","151.63%","Y","Y","100-200%","SB IB","","","","","",""
"10/1/2014","Todd Packer"," $ 4,181 "," $ 8,416 ","201.29%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2014","David Wallace"," $ 5,485 "," $ 8,834 ","161.06%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2014","Karen Filippelli"," $ 5,527 "," $ 8,529 ","154.32%","Y","Y","100-200%","SB ACQ","","","","","",""
"10/1/2014","Charles Miner"," $ 6,842 "," $ 5,817 ","85.02%","","Y","70-89%","SB ACQ","","","","","",""
"10/1/2014","Jo Bennett"," $ 2,124 "," $ 6,607 ","311.06%","Y","Y","+300%","SB ACQ","","","","","",""
"10/1/2014","Robert Lipton"," $ 2,097 "," $ 9,319 ","444.40%","Y","Y","+300%","SB ACQ","","","","","",""
"10/1/2014","Nate Nickerson"," $ 6,707 "," $ 6,009 ","89.59%","","Y","+300%","MM ACQ","","","","","",""
"10/1/2014","Deangelo Vickers"," $ 4,154 "," $ 8,980 ","216.18%","Y","Y","200-300%","SB IB","","","","","",""
"10/1/2014","Val Johnson"," $ 9,067 "," $ 7,942 ","87.59%","","Y","70-89%","MM IB","","","","","",""
"10/1/2014","Cathy Simms"," $ 9,846 "," $ 6,519 ","66.21%","","Y","30-69%","SB ACQ","","","","","",""
"11/1/2014","Michael Scott"," $ 7,863 "," $ 8,646 ","109.96%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2014","Dwight Schrute"," $ 5,880 "," $ 8,946 ","152.14%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2014","Jim Halpert"," $ 9,797 "," $ 6,841 ","69.83%","","Y","+300%","ENT IB","","","","","",""
"11/1/2014","Pam Beesly"," $ 8,306 "," $ 9,644 ","116.11%","Y","Y","100-200%","ENT IB","","","","","",""
"11/1/2014","Ryan Howard"," $ 1,411 "," $ 9,914 ","702.62%","Y","Y","+300%","ENT IB","","","","","",""
"11/1/2014","Andy Bernard"," $ 8,865 "," $ 6,880 ","77.61%","","Y","70-89%","ENT ACQ","","","","","",""
"11/1/2014","Robert California"," $ 6,023 "," $ 8,156 ","135.41%","Y","Y","100-200%","ENT ACQ","","","","","",""
"11/1/2014","Jan Levinson"," $ 9,324 "," $ 5,833 ","62.56%","","Y","30-69%","ENT ACQ","","","","","",""
"11/1/2014","Roy Anderson"," $ 2,783 "," $ 7,458 ","267.98%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2014","Stanley Hudson"," $ 2,934 "," $ 8,461 ","288.38%","Y","Y","200-300%","ENT ACQ","","","","","",""
"11/1/2014","Kevin Malone"," $ 2,336 "," $ 5,302 ","226.97%","Y","Y","200-300%","MM IB","","","","","",""
"11/1/2014","Meredith Palmer"," $ 5,627 "," $ 8,316 ","147.79%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2014","Angela Martin"," $ 5,295 "," $ 8,619 ","162.78%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2014","Oscar Martinez"," $ 5,133 "," $ 6,667 ","129.89%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2014","Phyllis Lapin"," $ 1,485 "," $ 5,369 ","361.55%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2014","Kelly Kapoor"," $ 5,694 "," $ 7,058 ","123.96%","Y","Y","100-200%","MM IB","","","","","",""
"11/1/2014","Toby Flenderson"," $ 1,936 "," $ 7,920 ","409.09%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2014","Creed Bratton"," $ 7,035 "," $ 8,338 ","118.52%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2014","Darryl Philbin"," $ 9,656 "," $ 9,638 ","99.81%","","Y","+300%","MM ACQ","","","","","",""
"11/1/2014","Kelly Erin Hannon"," $ 8,306 "," $ 6,609 ","79.57%","","Y","70-89%","MM ACQ","","","","","",""
"11/1/2014","Gabe Lewis"," $ 1,091 "," $ 5,279 ","483.87%","Y","Y","+300%","MM ACQ","","","","","",""
"11/1/2014","Holly Flax"," $ 6,347 "," $ 6,420 ","101.15%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2014","Nellie Bertram"," $ 6,978 "," $ 7,447 ","106.72%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2014","Clark Green"," $ 2,080 "," $ 8,909 ","428.32%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2014","Pete Miller"," $ 6,512 "," $ 9,379 ","144.03%","Y","Y","100-200%","SB IB","","","","","",""
"11/1/2014","Todd Packer"," $ 1,034 "," $ 5,497 ","531.62%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2014","David Wallace"," $ 3,850 "," $ 5,378 ","139.69%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2014","Karen Filippelli"," $ 8,976 "," $ 9,495 ","105.78%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2014","Charles Miner"," $ 2,517 "," $ 8,972 ","356.46%","Y","Y","+300%","SB ACQ","","","","","",""
"11/1/2014","Jo Bennett"," $ 9,093 "," $ 9,523 ","104.73%","Y","Y","100-200%","SB ACQ","","","","","",""
"11/1/2014","Robert Lipton"," $ 1,553 "," $ 5,854 ","376.95%","Y","Y","+300%","SB ACQ","","","","","",""
"11/1/2014","Nate Nickerson"," $ 3,495 "," $ 5,316 ","152.10%","Y","Y","100-200%","MM ACQ","","","","","",""
"11/1/2014","Deangelo Vickers"," $ 2,161 "," $ 7,688 ","355.76%","Y","Y","+300%","SB IB","","","","","",""
"11/1/2014","Val Johnson"," $ 1,530 "," $ 8,088 ","528.63%","Y","Y","+300%","MM IB","","","","","",""
"11/1/2014","Cathy Simms"," $ 5,644 "," $ 6,600 ","116.94%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2014","Michael Scott"," $ 8,792 "," $ 5,133 ","58.38%","","Y","30-69%","ENT IB","","","","","",""
"12/1/2014","Dwight Schrute"," $ 9,852 "," $ 8,181 ","83.04%","","Y","70-89%","ENT IB","","","","","",""
"12/1/2014","Jim Halpert"," $ 2,012 "," $ 7,039 ","349.85%","Y","Y","+300%","ENT IB","","","","","",""
"12/1/2014","Pam Beesly"," $ 3,413 "," $ 9,291 ","272.22%","Y","Y","200-300%","ENT IB","","","","","",""
"12/1/2014","Ryan Howard"," $ 7,803 "," $ 6,848 ","87.76%","","Y","70-89%","ENT IB","","","","","",""
"12/1/2014","Andy Bernard"," $ 2,177 "," $ 9,057 ","416.03%","Y","Y","+300%","ENT ACQ","","","","","",""
"12/1/2014","Robert California"," $ 1,402 "," $ 9,958 ","710.27%","Y","Y","+300%","ENT ACQ","","","","","",""
"12/1/2014","Jan Levinson"," $ 3,722 "," $ 5,287 ","142.05%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2014","Roy Anderson"," $ 6,537 "," $ 9,529 ","145.77%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2014","Stanley Hudson"," $ 5,327 "," $ 8,412 ","157.91%","Y","Y","100-200%","ENT ACQ","","","","","",""
"12/1/2014","Kevin Malone"," $ 2,767 "," $ 9,451 ","341.56%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2014","Meredith Palmer"," $ 2,488 "," $ 9,484 ","381.19%","Y","Y","+300%","MM IB","","","","","",""
"12/1/2014","Angela Martin"," $ 4,387 "," $ 5,211 ","118.78%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2014","Oscar Martinez"," $ 7,401 "," $ 8,758 ","118.34%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2014","Phyllis Lapin"," $ 9,928 "," $ 7,587 ","76.42%","","Y","70-89%","MM IB","","","","","",""
"12/1/2014","Kelly Kapoor"," $ 8,916 "," $ 9,333 ","104.68%","Y","Y","100-200%","MM IB","","","","","",""
"12/1/2014","Toby Flenderson"," $ 6,432 "," $ 8,721 ","135.59%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2014","Creed Bratton"," $ 7,702 "," $ 5,518 ","71.64%","","Y","70-89%","MM ACQ","","","","","",""
"12/1/2014","Darryl Philbin"," $ 6,999 "," $ 5,442 ","77.75%","","Y","70-89%","MM ACQ","","","","","",""
"12/1/2014","Kelly Erin Hannon"," $ 5,583 "," $ 8,472 ","151.75%","Y","Y","100-200%","MM ACQ","","","","","",""
"12/1/2014","Gabe Lewis"," $ 2,631 "," $ 7,477 ","284.19%","Y","Y","200-300%","MM ACQ","","","","","",""
"12/1/2014","Holly Flax"," $ 8,356 "," $ 9,073 ","108.58%","Y","Y","100-200%","SB IB","","","","","",""
"12/1/2014","Nellie Bertram"," $ 9,871 "," $ 8,147 ","82.53%","","Y","70-89%","SB IB","","","","","",""
"12/1/2014","Clark Green"," $ 9,939 "," $ 5,460 ","54.94%","","Y","30-69%","SB IB","","","","","",""
"12/1/2014","Pete Miller"," $ 2,949 "," $ 6,737 ","228.45%","Y","Y","200-300%","SB IB","","","","","",""
"12/1/2014","Todd Packer"," $ 9,061 "," $ 6,796 ","75.00%","","Y","70-89%","SB IB","","","","","",""
"12/1/2014","David Wallace"," $ 3,101 "," $ 9,481 ","305.74%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2014","Karen Filippelli"," $ 5,713 "," $ 6,737 ","117.92%","Y","Y","100-200%","SB ACQ","","","","","",""
"12/1/2014","Charles Miner"," $ 2,773 "," $ 9,580 ","345.47%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2014","Jo Bennett"," $ 6,599 "," $ 5,530 ","83.80%","","Y","70-89%","SB ACQ","","","","","",""
"12/1/2014","Robert Lipton"," $ 2,713 "," $ 9,079 ","334.65%","Y","Y","+300%","SB ACQ","","","","","",""
"12/1/2014","Nate Nickerson"," $ 2,420 "," $ 8,741 ","361.20%","Y","Y","+300%","MM ACQ","","","","","",""
"12/1/2014","Deangelo Vickers"," $ 1,376 "," $ 9,094 ","660.90%","Y","Y","+300%","SB IB","","","","","",""
"12/1/2014","Val Johnson"," $ 9,149 "," $ 5,186 ","56.68%","","Y","30-69%","MM IB","","","","","",""
"12/1/2014","Cathy Simms"," $ 7,394 "," $ 5,656 ","76.49%","","Y","70-89%","SB ACQ","","","","","",""
"1/1/2015","Michael Scott"," $ 8,914 "," $ 8,647 ","97.00%","","Y","90-99%","ENT IB","","","","","",""
"1/1/2015","Dwight Schrute"," $ 9,157 "," $ 6,516 ","71.16%","","Y","70-89%","ENT IB","","","","","",""
"1/1/2015","Jim Halpert"," $ 6,484 "," $ 8,529 ","131.54%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2015","Pam Beesly"," $ 6,506 "," $ 6,618 ","101.72%","Y","Y","100-200%","ENT IB","","","","","",""
"1/1/2015","Ryan Howard"," $ 2,306 "," $ 8,394 ","364.01%","Y","Y","+300%","ENT IB","","","","","",""
"1/1/2015","Andy Bernard"," $ 3,265 "," $ 5,629 ","172.40%","Y","Y","100-200%","ENT ACQ","","","","","",""
"1/1/2015","Robert California"," $ 8,194 "," $ 5,577 ","68.06%","","Y","30-69%","ENT ACQ","","","","","",""
"1/1/2015","Jan Levinson"," $ 1,302 "," $ 7,039 ","540.63%","Y","Y","+300%","ENT ACQ","","","","","",""
"1/1/2015","Roy Anderson"," $ 8,972 "," $ 5,673 ","63.23%","","Y","30-69%","ENT ACQ","","","","","",""
"1/1/2015","Stanley Hudson"," $ 2,060 "," $ 9,484 ","460.39%","Y","Y","+300%","ENT ACQ","","","","","",""
"1/1/2015","Kevin Malone"," $ 1,717 "," $ 9,232 ","537.68%","Y","Y","+300%","MM IB","","","","","",""
"1/1/2015","Meredith Palmer"," $ 5,839 "," $ 7,069 ","121.07%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2015","Angela Martin"," $ 4,696 "," $ 7,752 ","165.08%","Y","Y","100-200%","MM IB","","","","","",""
"1/1/2015","Oscar Martinez"," $ 7,057 "," $ 5,863 ","83.08%","","Y","70-89%","MM IB","","","","","",""
"1/1/2015","Phyllis Lapin"," $ 2,691 "," $ 7,167 ","266.33%","Y","Y","200-300%","MM IB","","","","","",""
"1/1/2015","Kelly Kapoor"," $ 9,574 "," $ 8,350 ","87.22%","","Y","70-89%","MM IB","","","","","",""
"1/1/2015","Toby Flenderson"," $ 6,189 "," $ 5,871 ","94.86%","","Y","90-99%","MM ACQ","","","","","",""
"1/1/2015","Creed Bratton"," $ 2,139 "," $ 7,931 ","370.78%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2015","Darryl Philbin"," $ 1,751 "," $ 9,854 ","562.76%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2015","Kelly Erin Hannon"," $ 2,780 "," $ 9,986 ","359.21%","Y","Y","+300%","MM ACQ","","","","","",""
"1/1/2015","Gabe Lewis"," $ 2,739 "," $ 6,249 ","228.15%","Y","Y","200-300%","MM ACQ","","","","","",""
"1/1/2015","Holly Flax"," $ 2,344 "," $ 7,022 ","299.57%","Y","Y","200-300%","SB IB","","","","","",""
"1/1/2015","Nellie Bertram"," $ 1,561 "," $ 8,064 ","516.59%","Y","Y","+300%","SB IB","","","","","",""
"1/1/2015","Clark Green"," $ 1,012 "," $ 7,939 ","784.49%","Y","Y","+300%","SB IB","","","","","",""
"1/1/2015","Pete Miller"," $ 6,680 "," $ 8,888 ","133.05%","Y","Y","100-200%","SB IB","","","","","",""
"1/1/2015","Todd Packer"," $ 9,821 "," $ 5,183 ","52.77%","","Y","30-69%","SB IB","","","","","",""
"1/1/2015","David Wallace"," $ 6,965 "," $ 6,344 ","91.08%","","Y","90-99%","SB ACQ","","","","","",""
"1/1/2015","Karen Filippelli"," $ 4,369 "," $ 5,327 ","121.93%","Y","Y","100-200%","SB ACQ","","","","","",""
"1/1/2015","Charles Miner"," $ 3,399 "," $ 8,978 ","264.14%","Y","Y","200-300%","SB ACQ","","","","","",""
"1/1/2015","Jo Bennett"," $ 1,235 "," $ 9,405 ","761.54%","Y","Y","+300%","SB ACQ","","","","","",""
"1/1/2015","Robert Lipton"," $ 1,244 "," $ 5,112 ","410.93%","Y","Y","+300%","SB ACQ","","","","","",""
"1/1/2015","Nate Nickerson"," $ 2,699 "," $ 7,818 ","289.66%","Y","Y","200-300%","MM ACQ","","","","","",""
"1/1/2015","Deangelo Vickers"," $ 2,488 "," $ 7,908 ","317.85%","Y","Y","+300%","SB IB","","","","","",""
"1/1/2015","Val Johnson"," $ 5,965 "," $ 5,370 ","90.03%","","Y","90-99%","MM IB","","","","","",""
"1/1/2015","Cathy Simms"," $ 6,834 "," $ 6,544 ","95.76%","","Y","90-99%","SB ACQ","","","","","",""
"2/1/2015","Michael Scott"," $ 7,088 "," $ 6,227 ","87.85%","","Y","70-89%","ENT IB","","","","","",""
"2/1/2015","Dwight Schrute"," $ 7,716 "," $ 5,909 ","76.58%","","Y","70-89%","ENT IB","","","","","",""
"2/1/2015","Jim Halpert"," $ 4,408 "," $ 6,557 ","148.75%","Y","Y","100-200%","ENT IB","","","","","",""
"2/1/2015","Pam Beesly"," $ 3,595 "," $ 7,424 ","206.51%","Y","Y","200-300%","ENT IB","","","","","",""
"2/1/2015","Ryan Howard"," $ 6,739 "," $ 7,819 ","116.03%","Y","Y","100-200%","ENT IB","","","","","",""
"2/1/2015","Andy Bernard"," $ 7,308 "," $ 6,934 ","94.88%","","Y","90-99%","ENT ACQ","","","","","",""
"2/1/2015","Robert California"," $ 6,266 "," $ 9,991 ","159.45%","Y","Y","100-200%","ENT ACQ","","","","","",""
"2/1/2015","Jan Levinson"," $ 7,946 "," $ 9,408 ","118.40%","Y","Y","100-200%","ENT ACQ","","","","","",""
"2/1/2015","Roy Anderson"," $ 4,484 "," $ 9,756 ","217.57%","Y","Y","200-300%","ENT ACQ","","","","","",""
"2/1/2015","Stanley Hudson"," $ 2,539 "," $ 8,217 ","323.63%","Y","Y","+300%","ENT ACQ","","","","","",""
"2/1/2015","Kevin Malone"," $ 2,762 "," $ 7,047 ","255.14%","Y","Y","200-300%","MM IB","","","","","",""
"2/1/2015","Meredith Palmer"," $ 3,778 "," $ 7,099 ","187.90%","Y","Y","100-200%","MM IB","","","","","",""
"2/1/2015","Angela Martin"," $ 4,525 "," $ 9,070 ","200.44%","Y","Y","200-300%","MM IB","","","","","",""
"2/1/2015","Oscar Martinez"," $ 9,207 "," $ 6,677 ","72.52%","","Y","70-89%","MM IB","","","","","",""
"2/1/2015","Phyllis Lapin"," $ 3,487 "," $ 5,340 ","153.14%","Y","Y","100-200%","MM IB","","","","","",""
"2/1/2015","Kelly Kapoor"," $ 8,876 "," $ 6,861 ","77.30%","","Y","70-89%","MM IB","","","","","",""
"2/1/2015","Toby Flenderson"," $ 3,701 "," $ 5,446 ","147.15%","Y","Y","100-200%","MM ACQ","","","","","",""
"2/1/2015","Creed Bratton"," $ 3,569 "," $ 5,364 ","150.29%","Y","Y","100-200%","MM ACQ","","","","","",""
"2/1/2015","Darryl Philbin"," $ 2,130 "," $ 8,576 ","402.63%","Y","Y","+300%","MM ACQ","","","","","",""
"2/1/2015","Kelly Erin Hannon"," $ 8,650 "," $ 9,030 ","104.39%","Y","Y","100-200%","MM ACQ","","","","","",""
"2/1/2015","Gabe Lewis"," $ 3,725 "," $ 8,602 ","230.93%","Y","Y","200-300%","MM ACQ","","","","","",""
"2/1/2015","Holly Flax"," $ 8,559 "," $ 6,039 ","70.56%","","Y","70-89%","SB IB","","","","","",""
"2/1/2015","Nellie Bertram"," $ 7,555 "," $ 6,612 ","87.52%","","Y","70-89%","SB IB","","","","","",""
"2/1/2015","Clark Green"," $ 6,030 "," $ 5,665 ","93.95%","","Y","90-99%","SB IB","","","","","",""
"2/1/2015","Pete Miller"," $ 5,137 "," $ 7,517 ","146.33%","Y","Y","100-200%","SB IB","","","","","",""
"2/1/2015","Todd Packer"," $ 8,500 "," $ 9,019 ","106.11%","Y","Y","100-200%","SB IB","","","","","",""
"2/1/2015","David Wallace"," $ 4,254 "," $ 9,900 ","232.72%","Y","Y","200-300%","SB ACQ","","","","","",""
"2/1/2015","Karen Filippelli"," $ 9,446 "," $ 8,171 ","86.50%","","Y","70-89%","SB ACQ","","","","","",""
"2/1/2015","Charles Miner"," $ 5,234 "," $ 6,460 ","123.42%","Y","Y","100-200%","SB ACQ","","","","","",""
"2/1/2015","Jo Bennett"," $ 1,056 "," $ 6,215 ","588.54%","Y","Y","+300%","SB ACQ","","","","","",""
"2/1/2015","Robert Lipton"," $ 2,252 "," $ 7,978 ","354.26%","Y","Y","+300%","SB ACQ","","","","","",""
"2/1/2015","Nate Nickerson"," $ 9,962 "," $ 8,470 ","85.02%","","Y","70-89%","MM ACQ","","","","","",""
"2/1/2015","Deangelo Vickers"," $ 4,460 "," $ 7,029 ","157.60%","Y","Y","100-200%","SB IB","","","","","",""
"2/1/2015","Val Johnson"," $ 3,950 "," $ 9,109 ","230.61%","Y","Y","200-300%","MM IB","","","","","",""
"2/1/2015","Cathy Simms"," $ 6,594 "," $ 9,633 ","146.09%","Y","Y","100-200%","SB ACQ","","","","","",""
"3/1/2015","Michael Scott"," $ 6,583 "," $ 7,245 ","110.06%","Y","Y","100-200%","ENT IB","","","","","",""
"3/1/2015","Dwight Schrute"," $ 1,408 "," $ 8,875 ","630.33%","Y","Y","+300%","ENT IB","","","","","",""
"3/1/2015","Jim Halpert"," $ 8,699 "," $ 9,715 ","111.68%","Y","Y","100-200%","ENT IB","","","","","",""
"3/1/2015","Pam Beesly"," $ 5,156 "," $ 6,987 ","135.51%","Y","Y","100-200%","ENT IB","","","","","",""
"3/1/2015","Ryan Howard"," $ 5,691 "," $ 9,683 ","170.15%","Y","Y","100-200%","ENT IB","","","","","",""
"3/1/2015","Andy Bernard"," $ 5,683 "," $ 8,066 ","141.93%","Y","Y","100-200%","ENT ACQ","","","","","",""
"3/1/2015","Robert California"," $ 2,607 "," $ 9,748 ","373.92%","Y","Y","+300%","ENT ACQ","","","","","",""
"3/1/2015","Jan Levinson"," $ 8,596 "," $ 9,740 ","113.31%","Y","Y","100-200%","ENT ACQ","","","","","",""
"3/1/2015","Roy Anderson"," $ 5,346 "," $ 7,628 ","142.69%","Y","Y","100-200%","ENT ACQ","","","","","",""
"3/1/2015","Stanley Hudson"," $ 9,447 "," $ 6,271 ","66.38%","","Y","30-69%","ENT ACQ","","","","","",""
"3/1/2015","Kevin Malone"," $ 7,196 "," $ 7,151 ","99.37%","","Y","+300%","MM IB","","","","","",""
"3/1/2015","Meredith Palmer"," $ 2,701 "," $ 9,546 ","353.42%","Y","Y","+300%","MM IB","","","","","",""
"3/1/2015","Angela Martin"," $ 5,107 "," $ 7,713 ","151.03%","Y","Y","100-200%","MM IB","","","","","",""
"3/1/2015","Oscar Martinez"," $ 4,074 "," $ 9,896 ","242.91%","Y","Y","200-300%","MM IB","","","","","",""
"3/1/2015","Phyllis Lapin"," $ 6,881 "," $ 7,557 ","109.82%","Y","Y","100-200%","MM IB","","","","","",""
"3/1/2015","Kelly Kapoor"," $ 7,801 "," $ 9,987 ","128.02%","Y","Y","100-200%","MM IB","","","","","",""
"3/1/2015","Toby Flenderson"," $ 7,598 "," $ 5,953 ","78.35%","","Y","70-89%","MM ACQ","","","","","",""
"3/1/2015","Creed Bratton"," $ 4,985 "," $ 8,223 ","164.95%","Y","Y","100-200%","MM ACQ","","","","","",""
"3/1/2015","Darryl Philbin"," $ 7,711 "," $ 6,007 ","77.90%","","Y","70-89%","MM ACQ","","","","","",""
"3/1/2015","Kelly Erin Hannon"," $ 9,400 "," $ 7,712 ","82.04%","","Y","70-89%","MM ACQ","","","","","",""
"3/1/2015","Gabe Lewis"," $ 2,653 "," $ 8,421 ","317.41%","Y","Y","+300%","MM ACQ","","","","","",""
"3/1/2015","Holly Flax"," $ 8,429 "," $ 5,881 ","69.77%","","Y","+300%","SB IB","","","","","",""
"3/1/2015","Nellie Bertram"," $ 4,755 "," $ 5,222 ","109.82%","Y","Y","100-200%","SB IB","","","","","",""
"3/1/2015","Clark Green"," $ 3,538 "," $ 9,988 ","282.31%","Y","Y","200-300%","SB IB","","","","","",""
"3/1/2015","Pete Miller"," $ 7,330 "," $ 7,170 ","97.82%","","Y","90-99%","SB IB","","","","","",""
"3/1/2015","Todd Packer"," $ 8,992 "," $ 9,026 ","100.38%","Y","Y","100-200%","SB IB","","","","","",""
"3/1/2015","David Wallace"," $ 6,660 "," $ 8,854 ","132.94%","Y","Y","100-200%","SB ACQ","","","","","",""
"3/1/2015","Karen Filippelli"," $ 6,928 "," $ 7,699 ","111.13%","Y","Y","100-200%","SB ACQ","","","","","",""
"3/1/2015","Charles Miner"," $ 7,752 "," $ 6,670 ","86.04%","","Y","70-89%","SB ACQ","","","","","",""
"3/1/2015","Jo Bennett"," $ 8,566 "," $ 6,447 ","75.26%","","Y","70-89%","SB ACQ","","","","","",""
"3/1/2015","Robert Lipton"," $ 2,393 "," $ 9,731 ","406.64%","Y","Y","+300%","SB ACQ","","","","","",""
"3/1/2015","Nate Nickerson"," $ 4,214 "," $ 8,011 ","190.10%","Y","Y","100-200%","MM ACQ","","","","","",""
"3/1/2015","Deangelo Vickers"," $ 2,006 "," $ 9,655 ","481.31%","Y","Y","+300%","SB IB","","","","","",""
"3/1/2015","Val Johnson"," $ 9,441 "," $ 8,555 ","90.62%","","Y","90-99%","MM IB","","","","","",""
"3/1/2015","Cathy Simms"," $ 3,982 "," $ 5,539 ","139.10%","Y","Y","100-200%","SB ACQ","","","","","",""
"4/1/2015","Michael Scott"," $ 4,012 "," $ 9,493 ","236.62%","Y","Y","200-300%","ENT IB","","","","","",""
"4/1/2015","Dwight Schrute"," $ 5,893 "," $ 7,524 ","127.68%","Y","Y","100-200%","ENT IB","","","","","",""
"4/1/2015","Jim Halpert"," $ 9,486 "," $ 7,723 ","81.41%","","Y","70-89%","ENT IB","","","","","",""
"4/1/2015","Pam Beesly"," $ 2,645 "," $ 9,734 ","368.02%","Y","Y","+300%","ENT IB","","","","","",""
"4/1/2015","Ryan Howard"," $ 9,319 "," $ 6,586 ","70.67%","","Y","70-89%","ENT IB","","","","","",""
"4/1/2015","Andy Bernard"," $ 2,576 "," $ 8,261 ","320.69%","Y","Y","+300%","ENT ACQ","","","","","",""
"4/1/2015","Robert California"," $ 2,769 "," $ 5,292 ","191.12%","Y","Y","100-200%","ENT ACQ","","","","","",""
"4/1/2015","Jan Levinson"," $ 3,953 "," $ 5,592 ","141.46%","Y","Y","100-200%","ENT ACQ","","","","","",""
"4/1/2015","Roy Anderson"," $ 3,336 "," $ 8,908 ","267.03%","Y","Y","200-300%","ENT ACQ","","","","","",""
"4/1/2015","Stanley Hudson"," $ 3,694 "," $ 6,180 ","167.30%","Y","Y","100-200%","ENT ACQ","","","","","",""
